"game_id","nickname","score","rating"
46992,"HastyBot",510,1614
46992,"BB-8",284,1500
46993,"HastyBot",528,2249
46993,"wzy3112",358,2060
46994,"STEEBot",347,2148
46994,"Rexington",484,2094
46995,"Uzams",446,1764
46995,"STEEBot",415,2141
46997,"Kimori101",365,1961
46997,"BetterBot",355,2022
46998,"Sirjan1",341,1447
46998,"BetterBot",411,1956
47001,"STEEBot",397,1874
47001,"pisces223",318,1673
47002,"BB-8",348,1500
47002,"HastyBot",363,1615
47003,"HastyBot",264,1640
47003,"BB-8",438,1500
47008,"forwords",491,2136
47008,"BetterBot",414,1955
47009,"Gtowngrad",361,1338
47009,"BetterBot",351,1607
47010,"STEEBot",392,1925
47010,"Hercules",317,1867
47011,"ChsrQat",409,2037
47011,"BetterBot",426,1932
47013,"STEEBot",426,1838
47013,"pisces223",296,1652
47016,"HashamHadi",353,2114
47016,"HastyBot",521,2246
47017,"BB-8",460,1500
47017,"HastyBot",312,1614
47018,"YLT",448,1879
47018,"STEEBot",418,2126
47019,"HastyBot",329,1640
47019,"BB-8",322,1500
47020,"BetterBot",317,1889
47020,"pandorable",257,1635
47021,"Rachels",248,1641
47021,"BetterBot",473,1997
47022,"bobcubed",433,1647
47022,"BetterBot",358,1691
47023,"STEEBot",392,2092
47023,"shaneabbas",529,1923
47024,"BB-8",359,1500
47024,"HastyBot",414,1614
47028,"TheGidfather",376,1597
47028,"BetterBot",309,1674
47029,"STEEBot",370,1883
47029,"DoubleJay",419,1674
47031,"HastyBot",423,1991
47031,"royster",363,1714
47032,"HastyBot",449,2054
47032,"bubbat",277,1808
47033,"BB-8",309,1500
47033,"HastyBot",442,1640
47034,"ZeMing",392,1960
47034,"BetterBot",383,2007
47036,"burtmunch",297,1461
47036,"BetterBot",411,1750
47037,"STEEBot",411,2086
47037,"SirLee",455,2074
47038,"Goldenlamb",343,2099
47038,"STEEBot",490,2117
47039,"Goldenlamb",430,1946
47039,"STEEBot",531,2110
47040,"deathstar",330,1663
47040,"STEEBot",446,1872
47042,"bubbat",371,1824
47042,"HastyBot",398,1991
47043,"HastyBot",373,1614
47043,"BB-8",376,1500
47044,"HivinD",486,2153
47044,"STEEBot",484,2109
47046,"vinylchances",358,1895
47046,"HastyBot",615,2196
47047,"STEEBot",468,1845
47047,"kar2008",435,1764
47048,"STEEBot",514,2138
47048,"Olympicnaija",293,1914
47049,"darul",391,1977
47049,"STEEBot",405,2135
47050,"BetterBot",454,1981
47050,"rodchris71",333,1800
47051,"TrentonTron",334,1875
47051,"HastyBot",500,2052
47052,"Goldenlamb",464,2100
47052,"STEEBot",429,2134
47053,"BetterBot",366,1744
47053,"Bingobabe",324,1628
47055,"cityboy",400,1745
47055,"STEEBot",384,1763
47056,"Tazz",317,1701
47056,"STEEBot",449,2064
47057,"earth",495,2320
47057,"STEEBot",439,2065
47059,"Toronto2",334,1437
47059,"BetterBot",459,1716
47061,"BB-8",339,1500
47061,"HastyBot",371,1649
47062,"BetterBot",458,1914
47062,"pandorable",325,1627
47064,"BetterBot",366,1997
47064,"Xerxes",307,1831
47065,"BetterBot",315,1989
47065,"Sally",441,1930
47066,"HastyBot",498,1635
47066,"BB-8",322,1500
47067,"cudbear",352,2028
47067,"STEEBot",448,2177
47069,"BB-8",289,1500
47069,"HastyBot",478,1664
47071,"MasterYeri",442,1950
47071,"STEEBot",492,2107
47072,"magic29",237,2017
47072,"BetterBot",467,1985
47073,"supriya",220,1944
47073,"HastyBot",418,2247
47074,"MYJTehx",310,1937
47074,"STEEBot",429,2195
47075,"HastyBot",417,2059
47075,"thisguy",474,1847
47076,"STEEBot",559,2147
47076,"Tazz",374,1762
47077,"Glilac",528,2055
47077,"STEEBot",438,2136
47078,"hosannasendie",312,1734
47078,"BetterBot",504,1936
47079,"BB-8",395,1500
47079,"HastyBot",408,1664
47080,"BB-8",410,1500
47080,"HastyBot",353,1640
47081,"Olympicnaija",357,1915
47081,"STEEBot",503,2093
47084,"STEEBot",407,2070
47084,"rak1507",458,1907
47085,"Gazzu",92,1719
47085,"STEEBot",679,1905
47086,"HastyBot",451,2254
47086,"AWFUL",434,2283
47087,"snorkl",341,1970
47087,"STEEBot",425,2113
47088,"STEEBot",369,1873
47088,"kar2008",382,1783
47090,"Goldenlamb",361,1917
47090,"STEEBot",439,2095
47091,"GrubbTime",418,1936
47091,"HastyBot",562,2219
47092,"STEEBot",401,2121
47092,"Goldenlamb",426,1956
47093,"plunder1",305,1553
47093,"STEEBot",368,1904
47094,"BetterBot",432,1627
47094,"kar2008",398,1883
47096,"STEEBot",377,2117
47096,"gerald0506",406,2016
47097,"STEEBot",509,2148
47097,"Modupe",355,1873
47098,"HastyBot",409,2000
47098,"tarkovsky7",449,1944
47101,"STEEBot",397,2181
47101,"KoalaJ",416,2143
47102,"Kovert",379,1735
47102,"BetterBot",365,1649
47106,"BetterBot",332,1972
47106,"AlmaAzZahra",312,1681
47107,"HastyBot",362,1614
47107,"BB-8",305,1500
47108,"orlyns",485,2096
47108,"STEEBot",440,2106
47110,"Kovert",414,1790
47110,"BetterBot",293,1655
47112,"KoalaJ",395,2166
47112,"STEEBot",450,2196
47113,"STEEBot",563,2112
47113,"Olympicnaija",445,1931
47115,"Yuki86",213,1257
47115,"HastyBot",521,2248
47116,"BB-8",327,1500
47116,"HastyBot",400,1640
47117,"STEEBot",480,2121
47117,"Meiira4c",184,1585
47118,"FuriousTiles",349,1819
47118,"STEEBot",542,1860
47119,"Goldenwick",341,1375
47119,"BetterBot",380,1707
47120,"STEEBot",413,1890
47120,"Norse",358,1784
47122,"BetterBot",381,1905
47122,"pandorable",327,1627
47123,"Nixaplayswords",471,2108
47123,"BetterBot",314,1922
47128,"STEEBot",372,2133
47128,"ariel2008",357,1721
47129,"STEEBot",576,2112
47129,"Orixa",253,1686
47131,"pandorable",282,1666
47131,"BetterBot",405,1846
47132,"HastyBot",343,1640
47132,"BB-8",363,1500
47134,"STEEBot",475,2118
47134,"orlyns",334,2063
47136,"STEEBot",456,2132
47136,"Mangala",345,1859
47140,"STEEBot",471,2180
47140,"cudbear",314,2002
47141,"HastyBot",383,1614
47141,"BB-8",305,1500
47142,"HastyBot",423,1614
47142,"BB-8",301,1500
47143,"pandorable",327,1623
47143,"BetterBot",430,1920
47144,"BetterBot",480,1999
47144,"Crookshanks",401,1977
47145,"BetterBot",376,2087
47145,"jodel",450,2153
47146,"Affan960",413,2028
47146,"HastyBot",442,2181
47147,"BeanzCyclones",423,2003
47147,"STEEBot",406,2087
47148,"CornyG",375,1592
47148,"STEEBot",455,1885
47149,"kfraley",501,2115
47149,"HastyBot",363,2228
47152,"BB-8",447,1500
47152,"HastyBot",297,1614
47153,"wagyus",456,2088
47153,"HastyBot",527,2256
47155,"HastyBot",421,2267
47155,"Achan",438,1952
47156,"nykxis",352,2037
47156,"STEEBot",499,2120
47157,"HastyBot",447,2279
47157,"Possibilites",414,1891
47158,"BetterBot",365,1993
47158,"forwords",437,2226
47159,"STEEBot",474,1864
47159,"vtr14AA",491,1707
47162,"chloe",508,1840
47162,"HastyBot",489,2070
47164,"HaziqahR",197,1460
47164,"BetterBot",484,1976
47167,"wagyu",426,2046
47167,"BetterBot",460,2065
47170,"HastyBot",330,1640
47170,"BB-8",336,1500
47172,"HastyBot",458,2214
47172,"Indominus",413,2237
47173,"HastyBot",495,2212
47173,"NoelL",403,2092
47174,"Tazz",362,1727
47174,"STEEBot",514,2240
47175,"stevy",233,1500
47175,"STEEBot",543,1845
47180,"pandorable",308,1670
47180,"BetterBot",468,1873
47181,"BetterBot",274,2001
47181,"tramper",453,2263
47182,"STEEBot",397,2169
47182,"Avyze",521,2094
47183,"HastyBot",406,2067
47183,"Ricker",502,1865
47184,"HastyBot",416,2218
47184,"busker221",403,2015
47185,"Mvoi",226,1697
47185,"STEEBot",373,2161
47186,"BetterBot",353,1701
47186,"Kovert",345,1749
47188,"STEEBot",581,2091
47188,"MasterYeri",261,2022
47190,"plunder1",376,1532
47190,"STEEBot",396,1906
47194,"STEEBot",469,2125
47194,"Xcalibur",372,2024
47195,"runnerguy",530,1815
47195,"STEEBot",347,1826
47197,"STEEBot",454,1870
47197,"Mollygardner",357,1519
47198,"sstastic",507,1833
47198,"STEEBot",352,2099
47201,"PREXY8ADER",512,2082
47201,"HastyBot",447,2307
47202,"pandorable",422,1684
47202,"BetterBot",260,1862
47204,"BB-8",467,1500
47204,"HastyBot",422,1635
47207,"MSHS-21LEEJINYIH",387,1829
47207,"HastyBot",543,2260
47208,"zugzwang",510,1992
47208,"STEEBot",436,2048
47209,"BobVanech",389,1601
47209,"STEEBot",501,1846
47210,"Indominus",425,2214
47210,"HastyBot",430,2216
47211,"randyhersom",393,1867
47211,"BetterBot",408,1726
47212,"STEEBot",506,2172
47212,"Trayz",357,1946
47214,"Kathleen3",514,1972
47214,"BetterBot",369,1874
47215,"Alyaa_Hana",268,1674
47215,"STEEBot",445,2112
47216,"talulah",331,1615
47216,"HastyBot",468,2003
47217,"HastyBot",406,2188
47217,"vinylchances",395,1906
47219,"BetterBot",360,2023
47219,"Pasindu",253,2030
47220,"Xerxes",380,1850
47220,"BetterBot",452,1976
47221,"Esan",552,2142
47221,"HastyBot",368,2163
47228,"sungoer",383,1784
47228,"HastyBot",459,1986
47229,"Crookshanks",414,1954
47229,"BetterBot",330,1937
47230,"STEEBot",470,1822
47230,"pisces223",354,1582
47231,"Jake-H",368,1473
47231,"BetterBot",457,2041
47232,"Bingobabe",416,1636
47232,"BetterBot",317,1681
47234,"BetterBot",395,1891
47234,"PVMG",464,1897
47235,"AASM16",419,1936
47235,"BetterBot",385,2046
47236,"BetterBot",402,1690
47236,"oranggua",344,1526
47240,"DArtistB4u",423,1500
47240,"BetterBot",446,2047
47241,"LIMEUJIE",258,1925
47241,"BetterBot",418,1945
47242,"amogh",397,1969
47242,"BetterBot",438,1972
47243,"Keenslee",442,1854
47243,"BetterBot",360,1987
47244,"wagyus",483,2118
47244,"STEEBot",435,2140
47245,"BB-8",347,1500
47245,"HastyBot",448,1640
47246,"BetterBot",337,1684
47246,"kar2008",436,1833
47248,"Indominus",459,2166
47248,"HastyBot",357,2276
47249,"BetterBot",403,1962
47249,"davidavid",297,1856
47250,"Glilac",304,2033
47250,"HastyBot",516,2147
47252,"BetterBot",409,1978
47252,"Xerxes",331,1876
47253,"HastyBot",437,2243
47253,"rak1507",414,2076
47254,"orlyns",336,1981
47254,"STEEBot",451,2197
47256,"HastyBot",402,2230
47256,"UMIAQ",446,2044
47257,"BeanzCyclones",433,1939
47257,"STEEBot",499,2119
47258,"HastyBot",407,2213
47258,"Stanley",496,2118
47259,"BetterBot",378,2005
47259,"magic29",419,1925
47260,"jodel",400,2136
47260,"BetterBot",314,1947
47261,"BB-8",364,1500
47261,"HastyBot",406,1664
47262,"BetterBot",277,1696
47262,"LadyFringe",420,1675
47266,"BetterBot",406,1966
47266,"akiff_faleel",374,2114
47267,"BB-8",560,1500
47267,"HastyBot",383,1640
47268,"HastyBot",549,2222
47268,"Esan",436,2176
47269,"STEEBot",415,2155
47269,"Glilac",447,2039
47270,"Juma",260,1630
47270,"BetterBot",374,1987
47271,"akiff_faleel",372,2043
47271,"STEEBot",445,2132
47272,"STEEBot",391,1782
47272,"Kwyet",414,1731
47273,"BethMix",347,1561
47273,"HastyBot",519,1944
47274,"BB-8",433,1500
47274,"HastyBot",377,1664
47275,"BB-8",378,1500
47275,"HastyBot",474,1614
47276,"STEEBot",504,2103
47276,"Goldenlamb",434,2021
47277,"wordhero",250,1398
47277,"BetterBot",365,1970
47278,"HastyBot",299,1640
47278,"BB-8",412,1500
47279,"Kathleen3",363,2000
47279,"BetterBot",456,1992
47280,"STEEBot",368,1853
47280,"deathstar",393,1703
47282,"Zynx",384,1929
47282,"BetterBot",307,1979
47283,"HastyBot",466,1664
47283,"BB-8",327,1500
47286,"BetterBot",450,1940
47286,"Aghalya",357,1968
47287,"HastyBot",427,1635
47287,"BB-8",329,1500
47290,"BB-8",368,1500
47290,"HastyBot",439,1640
47291,"HastyBot",411,1950
47291,"bubbat",407,1827
47292,"BetterBot",319,1970
47292,"LeChamp21",309,1750
47295,"BetterBot",293,2047
47295,"Crookshanks",322,1992
47296,"wagyus",428,2163
47296,"HastyBot",523,2186
47297,"chloe",405,1820
47297,"HastyBot",524,1990
47299,"YLT",404,1879
47299,"STEEBot",394,2126
47300,"BetterBot",387,2016
47300,"Aghalya",482,1901
47302,"BetterBot",506,1918
47302,"Rose_06",160,1774
47304,"BB-8",311,1500
47304,"HastyBot",451,1614
47305,"HastyBot",591,2242
47305,"Tonliwthestar",214,1296
47310,"BetterBot",275,1768
47310,"Kovert",420,1798
47312,"STEEBot",411,2107
47312,"cudbear",458,2044
47313,"Mohd.Irfan",323,1542
47313,"STEEBot",454,2063
47314,"HastyBot",684,1938
47314,"TheOneWhoKnocks",451,1500
47315,"HastyBot",459,2168
47315,"jasonkb",311,1710
47316,"BB-8",415,1500
47316,"HastyBot",445,1615
47318,"BB-8",440,1500
47318,"HastyBot",414,1672
47321,"Vishy56789",413,1723
47321,"HastyBot",419,2023
47322,"jodel",288,2099
47322,"BetterBot",551,2013
47323,"BetterBot",403,1829
47323,"HivinD",356,1974
47324,"HastyBot",494,2232
47324,"NimuthuWitharana",359,2223
47325,"TT9000",356,1500
47325,"BetterBot",412,1788
47326,"cityboy",441,1729
47326,"STEEBot",408,1804
47327,"BetterBot",503,1593
47327,"cccc",336,1617
47328,"STEEBot",455,2092
47328,"Trayz",383,1974
47329,"BetterBot",369,1973
47329,"Kathleen3",360,1990
47330,"STEEBot",443,2119
47330,"Sopejohn",387,1838
47332,"HastyBot",368,1614
47332,"BB-8",457,1500
47333,"STEEBot",411,1861
47333,"saint",400,1901
47334,"STEEBot",459,2079
47334,"meetsumeet",492,1917
47335,"BethMix",328,1600
47335,"HastyBot",536,1970
47336,"STEEBot",358,1722
47336,"CornyG",418,1590
47337,"STEEBot",409,1895
47337,"saint",391,1879
47339,"Muendo",295,1397
47339,"HastyBot",483,2222
47341,"Sluggin24",431,1611
47341,"BetterBot",367,1653
47348,"Mohd.Irfan",254,1755
47348,"STEEBot",386,2107
47349,"STEEBot",366,1920
47349,"talulah",365,1579
47350,"BetterBot",388,2082
47350,"sl1000",285,1803
47351,"MSHS-21LEEJINYIH",294,1857
47351,"HastyBot",538,2194
47352,"HastyBot",505,2219
47352,"shreyas3",385,1723
47353,"HastyBot",427,2172
47353,"jasonkb",450,1699
47355,"Lydker",374,1670
47355,"BetterBot",402,1677
47356,"STEEBot",440,2066
47356,"NatthanonL",494,1980
47357,"HivinD",406,2023
47357,"STEEBot",416,2151
47358,"kar2008",544,1875
47358,"BetterBot",385,1602
47359,"STEEBot",465,2129
47359,"Rexington",408,2035
47360,"BB-8",413,1500
47360,"HastyBot",360,1640
47361,"HastyBot",426,1640
47361,"BB-8",341,1500
47362,"STEEBot",366,1848
47362,"vtr14AA",482,1674
47363,"BetterBot",472,1849
47363,"pandorable",339,1705
47364,"1",385,1632
47364,"STEEBot",403,1901
47366,"STEEBot",355,2125
47366,"Rexington",517,2019
47368,"BetterBot",365,1824
47368,"pandorable",385,1687
47370,"talulah",380,1583
47370,"STEEBot",382,1841
47371,"BB-8",397,1500
47371,"HastyBot",327,1640
47372,"pandorable",373,1627
47372,"BetterBot",389,1804
47373,"BetterBot",338,1993
47373,"Sally",283,1942
47374,"BetterBot",357,1930
47374,"MankDemes",286,1500
47375,"BB-8",398,1500
47375,"HastyBot",293,1614
47379,"STEEBot",381,2118
47379,"proton2020",354,1979
47382,"yiyang05",448,1885
47382,"BetterBot",397,2001
47383,"joelimus",418,1941
47383,"HastyBot",440,2252
47384,"BetterBot",448,1853
47384,"pandorable",315,1615
47385,"JackHKeynes",428,2062
47385,"BetterBot",326,1992
47386,"STEEBot",454,2162
47386,"HivinD",428,2144
47388,"STEEBot",497,2163
47388,"HivinD",377,2021
47389,"Galena",397,1518
47389,"BetterBot",340,1753
47390,"rasnz",346,1744
47390,"BetterBot",454,2036
47392,"HastyBot",381,1640
47392,"BB-8",398,1500
47393,"thraoph",362,2018
47393,"HastyBot",515,2213
47395,"Zynx",327,1912
47395,"BetterBot",403,1984
47396,"Anita",339,1640
47396,"STEEBot",387,1914
47399,"HastyBot",445,2192
47399,"Esan",344,2110
47400,"HastyBot",383,2169
47400,"KongCH",407,2137
47401,"HastyBot",493,2278
47401,"Matt_86",341,1959
47402,"HastyBot",289,1649
47402,"BB-8",350,1500
47404,"Goldenlamb",429,2034
47404,"STEEBot",467,2112
47405,"markc1945",410,1537
47405,"BetterBot",426,1640
47406,"bubbat",314,1803
47406,"HastyBot",599,2026
47407,"BB-8",391,1500
47407,"HastyBot",421,1614
47408,"kar2008",426,1821
47408,"BetterBot",386,1711
47411,"Nishtar",366,2162
47411,"STEEBot",351,2190
47412,"STEEBot",475,2081
47412,"Uzams",202,1815
47413,"BB-8",432,1500
47413,"HastyBot",341,1664
47414,"BB-8",437,1500
47414,"HastyBot",521,1614
47415,"HastyBot",502,1614
47415,"BB-8",349,1500
47416,"HastyBot",508,2071
47416,"tarkovsky7",358,1867
47418,"Kabashibi",330,1733
47418,"BetterBot",400,1924
47419,"BetterBot",363,1985
47419,"wagyu",483,1970
47420,"tarkovsky7",232,1914
47420,"HastyBot",423,1964
47423,"ruby43",415,1599
47423,"BetterBot",370,1674
47424,"HastyBot",613,2234
47424,"zem",312,1833
47425,"BetterBot",421,2084
47425,"Matt_86",305,1985
47427,"ruby43",404,1590
47427,"BetterBot",317,1639
47428,"STEEBot",454,1854
47428,"deathstar",293,1599
47429,"BB-8",375,1500
47429,"HastyBot",320,1640
47431,"BetterBot",444,1887
47431,"Laju",328,1763
47432,"HastyBot",463,1615
47432,"BB-8",365,1500
47435,"BetterBot",365,1726
47435,"TheGidfather",421,1505
47436,"ZeMing",308,1970
47436,"STEEBot",533,2097
47437,"HastyBot",320,1640
47437,"BB-8",539,1500
47439,"plunder1",315,1566
47439,"STEEBot",415,1912
47440,"Anita",340,1538
47440,"STEEBot",449,1913
47441,"STEEBot",426,2109
47441,"Goldenlamb",430,2077
47443,"BetterBot",358,1696
47443,"TheGidfather",327,1565
47444,"HastyBot",438,1614
47444,"BB-8",398,1500
47445,"BetterBot",366,1811
47445,"pandorable",371,1700
47446,"Kakapo",356,1929
47446,"STEEBot",463,1878
47447,"HastyBot",462,2223
47447,"Matt_86",242,1957
47448,"HastyBot",505,2263
47448,"shcheah",385,2021
47450,"BetterBot",295,1990
47450,"tramper",435,2128
47451,"HastyBot",443,2221
47451,"ericdp",318,1726
47453,"BetterBot",312,1721
47453,"dathanl",356,1517
47455,"BetterBot",440,2041
47455,"Laju",323,1814
47458,"STEEBot",454,1883
47458,"runnerguy",361,1845
47460,"HastyBot",357,1614
47460,"BB-8",352,1500
47462,"HastyBot",514,2169
47462,"UMIAQ",295,2106
47467,"BB-8",357,1500
47467,"HastyBot",407,1640
47468,"Kathleen3",411,2009
47468,"BetterBot",338,1923
47469,"HastyBot",345,1614
47469,"BB-8",398,1500
47470,"AASM16",489,1936
47470,"BetterBot",374,2026
47471,"deathstar",284,1613
47471,"STEEBot",388,1881
47474,"HastyBot",452,2241
47474,"Yuvinalis",271,1491
47475,"MankDemes",366,1500
47475,"BetterBot",385,1964
47478,"Crookshanks",353,1948
47478,"BetterBot",477,2085
47479,"Tingming",278,1416
47479,"STEEBot",543,2169
47481,"BB-8",402,1500
47481,"HastyBot",451,1615
47482,"BetterBot",360,1922
47482,"Zynx",350,1857
47484,"HastyBot",457,2253
47484,"Matt_86",406,1962
47486,"STEEBot",503,2164
47486,"meetsumeet",352,1848
47487,"STEEBot",438,2085
47487,"Nishtar",374,2167
47488,"phavour",347,2037
47488,"BetterBot",391,1968
47489,"HastyBot",488,1615
47489,"BB-8",275,1500
47490,"STEEBot",442,1831
47490,"sbush",382,1834
47491,"STEEBot",479,1764
47491,"tripack",230,1528
47492,"ZeMing",274,1902
47492,"STEEBot",547,1992
47493,"STEEBot",421,1790
47493,"cityboy",410,1744
47494,"NurdiniDelisha",237,2029
47494,"BetterBot",431,1995
47495,"stevy",361,1500
47495,"STEEBot",463,1849
47496,"HastyBot",439,2193
47496,"saracen256",305,1860
47497,"BetterBot",382,1932
47497,"Zynx",418,1959
47498,"Olympicnaija",472,1922
47498,"STEEBot",432,2062
47499,"Rexington",375,2053
47499,"STEEBot",361,2192
47503,"HastyBot",388,2174
47503,"Abdulmumin",468,2137
47505,"ahmadthegreat",433,1939
47505,"STEEBot",472,2092
47506,"HastyBot",437,2025
47506,"Marble_Donut",334,1868
47509,"HastyBot",649,2207
47509,"Paroo",351,1534
47511,"stevy",426,1500
47511,"STEEBot",476,1867
47512,"Anita",406,1585
47512,"BetterBot",366,1682
47513,"HastyBot",402,1981
47513,"tarkovsky7",411,1822
47516,"tarkovsky7",475,1873
47516,"HastyBot",366,2023
47517,"BetterBot",413,1845
47517,"pandorable",332,1688
47519,"Venater",308,1442
47519,"BetterBot",429,1698
47521,"STEEBot",364,1832
47521,"talulah",294,1617
47522,"kar2008",406,1796
47522,"HastyBot",341,1977
47523,"RightBehindYou",414,2141
47523,"HastyBot",470,2200
47524,"BetterBot",380,1908
47524,"Zynx",388,1888
47525,"Venater",300,1442
47525,"BetterBot",430,1701
47526,"LeChamp21",263,1646
47526,"BetterBot",391,1968
47527,"STEEBot",477,2132
47527,"ZeMing",307,1963
47528,"Galena",318,1524
47528,"BetterBot",441,1731
47529,"HastyBot",566,2060
47529,"Nick",239,1524
47530,"BB-8",289,1500
47530,"HastyBot",330,1635
47531,"BetterBot",358,1818
47531,"pandorable",343,1694
47532,"gameatiruth",599,2057
47532,"HastyBot",333,2231
47533,"BetterBot",474,1948
47533,"PVMG",264,1953
47539,"STEEBot",365,2110
47539,"Lola",517,2049
47540,"HappyWanderer",522,1847
47540,"HastyBot",428,1987
47542,"ChouChou",312,1993
47542,"BetterBot",372,2053
47543,"STEEBot",569,2154
47543,"MSHS-21LEEJINYIH",301,1821
47544,"STEEBot",474,2224
47544,"Zanderman",329,1983
47545,"HastyBot",495,1962
47545,"tarkovsky7",391,1886
47546,"BetterBot",389,1913
47546,"pandorable",283,1630
47547,"HastyBot",471,2273
47547,"thraoph",438,2063
47548,"BetterBot",388,1906
47548,"pandorable",340,1639
47549,"STEEBot",413,1830
47549,"saint",412,1922
47550,"shcheah",387,2110
47550,"HastyBot",423,2304
47551,"BetterBot",387,1759
47551,"evatt",344,1500
47552,"vtr14AA",391,1664
47552,"STEEBot",370,1873
47553,"BetterBot",459,1820
47553,"pandorable",270,1645
47554,"atay8",274,2136
47554,"STEEBot",411,2136
47555,"STEEBot",499,1776
47555,"BobVanech",287,1612
47556,"vtr14AA",341,1663
47556,"STEEBot",502,1895
47557,"HastyBot",474,2233
47557,"NoelL",415,2072
47558,"HivinD",383,2125
47558,"STEEBot",426,2149
47559,"tramper",417,2270
47559,"BetterBot",344,1979
47560,"HastyBot",490,2015
47560,"stefanf",354,1724
47562,"forwords",365,2294
47562,"BetterBot",366,1994
47565,"STEEBot",467,2066
47565,"Goldenlamb",438,2040
47568,"chrisdon8tsalot",387,1775
47568,"HastyBot",425,1972
47569,"sbush",437,1879
47569,"STEEBot",385,1826
47570,"STEEBot",452,2157
47570,"Goldenlamb",479,2119
47573,"BetterBot",382,1921
47573,"Juma",313,1634
47574,"BetterBot",396,1963
47574,"NimuthuWitharana",454,2121
47575,"HastyBot",363,1640
47575,"BB-8",470,1500
47576,"HastyBot",679,2178
47576,"FarlinaJames06",116,1168
47577,"HastyBot",449,2239
47577,"noahslat",397,1834
47578,"BB-8",317,1500
47578,"HastyBot",422,1664
47580,"Uzams",378,1779
47580,"STEEBot",361,2102
47581,"BetterBot",309,1714
47581,"Kovert",452,1683
47584,"STEEBot",433,2138
47584,"HivinD",516,2061
47586,"pisces223",365,1689
47586,"STEEBot",503,1882
47587,"Marble_Donut",371,1916
47587,"HastyBot",414,1997
47589,"BB-8",402,1500
47589,"HastyBot",323,1649
47590,"NatthanonL",438,1944
47590,"STEEBot",366,2112
47592,"Bingobabe",383,1659
47592,"BetterBot",413,1690
47593,"Gimhan04",360,1707
47593,"BetterBot",417,1927
47594,"saint",433,1890
47594,"STEEBot",353,1802
47595,"MasterYeri",448,1885
47595,"STEEBot",488,2057
47596,"Edemaro",290,1788
47596,"HastyBot",721,2291
47599,"wagyus",459,1983
47599,"STEEBot",470,2137
47600,"STEEBot",499,2074
47600,"Takahashi",291,1916
47601,"HastyBot",352,2038
47601,"thisguy",461,1863
47603,"sas23",420,1768
47603,"STEEBot",391,1908
47604,"Scrabbeduto",316,1551
47604,"BetterBot",447,1715
47606,"TrentonTron",472,1948
47606,"HastyBot",402,2015
47608,"BetterBot",427,2019
47608,"Xerxes",394,1864
47611,"Gtowngrad",287,1385
47611,"BetterBot",405,1709
47612,"HastyBot",359,2331
47612,"Austinho9",468,2153
47613,"patricck",409,2242
47613,"BetterBot",411,2003
47614,"HastyBot",558,2342
47614,"NimuthuWitharana",366,2124
47617,"HastyBot",480,1614
47617,"BB-8",407,1500
47618,"Yracivc",579,2155
47618,"STEEBot",348,2143
47620,"Lola",353,2005
47620,"STEEBot",419,2134
47621,"BetterBot",336,1587
47621,"Goldenwick",354,1295
47622,"BB-8",422,1500
47622,"HastyBot",340,1640
47623,"phavour",371,2053
47623,"BetterBot",417,1990
47624,"BetterBot",408,1970
47624,"PENapasa",344,1855
47625,"Xerxes",313,1824
47625,"BetterBot",439,1980
47626,"BetterBot",407,1885
47626,"Crookshanks",412,1998
47627,"BetterBot",442,1713
47627,"Kovert",404,1798
47628,"BetterBot",384,2016
47628,"Piro",382,1500
47629,"STEEBot",460,1874
47629,"pisces223",337,1684
47632,"HastyBot",414,1664
47632,"BB-8",406,1500
47633,"matterhorn",351,1500
47633,"STEEBot",436,1862
47634,"BB-8",377,1500
47634,"HastyBot",405,1649
47635,"HastyBot",497,2289
47635,"supriya",335,1972
47636,"BB-8",429,1500
47636,"HastyBot",409,1640
47637,"HastyBot",393,2056
47637,"tarkovsky7",322,1925
47638,"STEEBot",504,1807
47638,"tripack",333,1488
47639,"HastyBot",359,1614
47639,"BB-8",376,1500
47640,"STEEBot",478,2082
47640,"sstastic",460,1772
47641,"Omoyedivine",479,2021
47641,"STEEBot",355,2172
47642,"STEEBot",525,2098
47642,"SQUID",327,1718
47643,"HastyBot",325,1615
47643,"BB-8",363,1500
47644,"sbush",442,1952
47644,"HastyBot",335,2014
47645,"BetterBot",462,2035
47645,"BeautifulWaste",332,1812
47646,"HastyBot",390,2004
47646,"royster",419,1739
47647,"HastyBot",480,2140
47647,"thraoph",360,2040
47649,"BetterBot",342,1843
47649,"pandorable",367,1669
47652,"Inandoutworker",479,1530
47652,"HastyBot",449,2194
47654,"tarkovsky7",367,1831
47654,"HastyBot",406,1982
47655,"Tundhey_S",455,2018
47655,"STEEBot",428,2133
47656,"BB-8",337,1500
47656,"HastyBot",369,1615
47657,"BetterBot",500,1975
47657,"Crookshanks",325,1984
47658,"noahslat",437,1834
47658,"HastyBot",433,2221
47659,"HastyBot",345,1614
47659,"BB-8",337,1500
47660,"BB-8",457,1500
47660,"HastyBot",439,1614
47661,"Camelngz",438,1926
47661,"STEEBot",400,2133
47662,"talulah",377,1579
47662,"STEEBot",345,1870
47664,"STEEBot",383,2185
47664,"Yracivc",397,2149
47665,"ChsrQat",394,2027
47665,"BetterBot",361,2008
47666,"BB-8",395,1500
47666,"HastyBot",352,1664
47667,"HastyBot",356,1649
47667,"BB-8",399,1500
47668,"HastyBot",507,1649
47668,"BB-8",361,1500
47669,"monica101",310,1859
47669,"BetterBot",414,1989
47670,"BetterBot",305,1937
